Date,Adj Close,Close,High,Low,Open,Volume
1996-01-01,24.770864486694336,40.76874923706055,41.4375,40.76874923706055,41.431251525878906,3600
1996-01-02,24.417701721191406,40.1875,40.6875,40.006248474121094,40.76874923706055,15600
1996-01-03,15.573402404785156,25.631250381469727,26.25,25.5,24.112499237060547,17600
1996-01-04,15.49365520477295,25.5,25.75,25.25,25.631250381469727,8800
1996-01-05,15.573402404785156,25.631250381469727,25.75,25.25,25.5,15200
1996-01-08,15.322770118713379,25.21875,25.4375,25.131250381469727,25.631250381469727,8800
1996-01-09,14.84428882598877,24.431249618530273,25.375,24.381250381469727,25.21875,25600
1996-01-10,15.094926834106445,24.84375,25.125,24.375,25.125,14800
1996-01-11,15.018972396850586,24.71875,24.875,24.5,24.84375,3600
1996-01-12,15.330368041992188,25.231250762939453,25.375,24.375,24.71875,24800
1996-01-15,15.330368041992188,25.231250762939453,25.25,25.0,25.231250762939453,4800
1996-01-16,15.413909912109375,25.368749618530273,25.5,24.875,25.231250762939453,7200
1996-01-17,15.330368041992188,25.231250762939453,25.375,25.0,25.368749618530273,6400
1996-01-18,15.569608688354492,25.625,25.625,24.993749618530273,25.231250762939453,250800
1996-01-19,15.341760635375977,25.25,25.375,25.006250381469727,25.25,20800
1996-01-22,15.341760635375977,25.25,25.375,25.024999618530273,25.25,24800
1996-01-23,15.744291305541992,25.912500381469727,26.3125,25.087499618530273,25.25,52000
1996-01-24,15.49365520477295,25.5,25.875,25.34375,25.75,6800
1996-01-25,15.949355125427246,26.25,26.25,25.25,25.5,122800
1996-01-26,15.949355125427246,26.25,26.25,26.25,26.25,0
1996-01-29,16.120235443115234,26.53125,26.625,25.625,26.25,4000
1996-01-30,17.088592529296875,28.125,28.125,26.112499237060547,26.53125,249200
1996-01-31,17.088592529296875,28.125,28.125,26.256250381469727,27.5,100800
1996-02-01,17.8291015625,29.34375,29.375,27.40625,28.125,445200
1996-02-02,17.646818161010742,29.043750762939453,29.1875,28.125,28.125,32400
1996-02-05,18.37972640991211,30.25,30.3125,28.5,29.043750762939453,507600
1996-02-06,18.197452545166016,29.950000762939453,30.256250381469727,29.4375,30.25,68800
1996-02-07,18.50884437561035,30.462499618530273,30.96875,29.0,29.950000762939453,67600
1996-02-08,19.139223098754883,31.5,32.0,31.0,30.462499618530273,42800
1996-02-09,19.15821075439453,31.53125,32.0,31.375,31.875,61200
1996-02-12,18.808839797973633,30.956249237060547,32.75,30.25,31.75,38400
1996-02-13,19.655675888061523,32.349998474121094,32.506248474121094,30.262500762939453,30.625,90800
1996-02-14,21.18985366821289,34.875,35.375,33.125,33.125,460000
1996-02-15,21.262008666992188,34.993751525878906,35.25,34.0625,34.875,69200
1996-02-16,20.86327362060547,34.337501525878906,34.625,33.76874923706055,34.993751525878906,55200
1996-02-19,21.26580047607422,35.0,35.125,33.875,34.337501525878906,62400
1996-02-20,21.2847900390625,35.03125,35.381248474121094,34.8125,35.0,72400
1996-02-21,21.2847900390625,35.03125,35.03125,35.03125,35.03125,0
1996-02-22,21.345552444458008,35.131248474121094,35.5,35.01874923706055,35.03125,34400
1996-02-23,21.470867156982422,35.337501525878906,35.59375,35.068748474121094,35.131248474121094,39200
1996-02-26,22.177194595336914,36.5,36.75,35.625,35.337501525878906,68800
1996-02-27,22.386056900024414,36.84375,37.0,36.125,36.5,42800
1996-02-28,21.797449111938477,35.875,36.875,35.625,36.84375,23600
1996-02-29,21.064537048339844,34.66875076293945,35.4375,34.375,35.875,76400
1996-03-01,21.239219665527344,34.95624923706055,35.21875,34.506248474121094,34.66875076293945,51600
1996-03-04,20.680992126464844,34.037498474121094,35.0,34.0,34.95624923706055,28800
1996-03-05,20.680992126464844,34.037498474121094,34.037498474121094,34.037498474121094,34.037498474121094,0
1996-03-06,20.85567855834961,34.32500076293945,35.03125,34.3125,34.037498474121094,14000
1996-03-07,20.840492248535156,34.29999923706055,35.618751525878906,34.25,34.32500076293945,16400
1996-03-08,20.768339157104492,34.181251525878906,34.25,33.78125,34.29999923706055,15600
1996-03-11,19.659475326538086,32.35625076293945,33.125,31.912500381469727,34.181251525878906,16000
1996-03-12,19.408842086791992,31.943750381469727,32.375,31.6875,32.35625076293945,33600
1996-03-13,19.82276725769043,32.625,32.625,31.881250381469727,31.943750381469727,16400
1996-03-14,20.088590621948242,33.0625,33.48749923706055,32.756248474121094,32.625,9600
1996-03-15,20.354408264160156,33.5,33.5,32.8125,33.0625,16800
1996-03-18,19.746814727783203,32.5,32.75,32.349998474121094,32.625,8400
1996-03-19,19.686054229736328,32.400001525878906,33.0625,32.3125,32.5,14400
1996-03-20,19.686054229736328,32.400001525878906,32.400001525878906,32.400001525878906,32.400001525878906,0
1996-03-21,19.97466278076172,32.875,35.0,32.46875,32.400001525878906,46000
1996-03-22,19.22276496887207,31.637500762939453,32.5,31.637500762939453,32.875,5600
1996-03-25,19.765804290771484,32.53125,33.875,31.881250381469727,31.637500762939453,20000
1996-03-26,19.367067337036133,31.875,32.29375076293945,31.8125,32.53125,5200
1996-03-27,19.139223098754883,31.5,32.506248474121094,31.375,31.875,51600
1996-03-28,19.830360412597656,32.63750076293945,33.118751525878906,31.5,31.5,47200
1996-03-29,19.480995178222656,32.0625,33.0,31.875,32.63750076293945,11200
1996-04-01,19.443021774291992,32.0,32.0,31.762500762939453,32.0625,6000
1996-04-02,20.715167999267578,34.09375,34.4375,32.23749923706055,32.0,108400
1996-04-03,21.311370849609375,35.07500076293945,35.5,32.75,34.09375,108400
1996-04-04,20.779722213745117,34.20000076293945,34.5,34.068748474121094,35.07500076293945,32000
1996-04-05,20.779722213745117,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0
1996-04-08,21.235422134399414,34.95000076293945,35.625,34.25,34.20000076293945,60000
1996-04-09,21.759477615356445,35.8125,36.0625,35.01874923706055,34.95000076293945,78800
1996-04-10,21.06833267211914,34.67499923706055,35.01250076293945,34.28125,35.8125,31600
1996-04-11,20.897449493408203,34.39374923706055,34.40625,33.875,34.67499923706055,22400
1996-04-12,20.753143310546875,34.15625,34.34375,33.88750076293945,34.39374923706055,21600
1996-04-15,20.980995178222656,34.53125,34.85625076293945,33.76250076293945,34.15625,70800
1996-04-16,21.679723739624023,35.681251525878906,35.75,34.75,34.53125,150400
1996-04-17,21.82023048400879,35.912498474121094,36.0,35.375,35.681251525878906,60800
1996-04-18,22.325294494628906,36.743751525878906,37.5,35.400001525878906,35.912498474121094,134400
1996-04-19,22.02529525756836,36.25,36.75,35.625,36.743751525878906,52800
1996-04-22,21.459468841552734,35.318748474121094,36.67499923706055,35.25,36.25,130800
1996-04-23,20.76453971862793,34.17499923706055,35.1875,34.0625,35.318748474121094,82000
1996-04-24,21.968332290649414,36.15625,36.243751525878906,35.0,34.17499923706055,76400
1996-04-25,21.4936580657959,35.375,36.75,35.131248474121094,36.15625,206400
1996-04-26,21.4936580657959,35.375,35.9375,34.71875,35.375,35200
1996-04-29,21.911375045776367,36.0625,36.875,35.0,35.375,66000
1996-04-30,21.979726791381836,36.17499923706055,36.25,35.625,36.0625,50800
1996-05-01,22.10124969482422,36.375,36.5625,35.625,36.17499923706055,40400
1996-05-02,22.044286727905273,36.28125,36.38750076293945,35.875,36.375,27600
1996-05-03,22.02529525756836,36.25,36.375,35.9375,36.28125,27200
1996-05-06,22.02529525756836,36.25,36.375,35.875,36.25,127200
